Connected to COM3

ClearSy Safety Plateform - Startup
Version 0.7 
Replicas initialisation
PIC 0 - Card 0
(55:55)
nb_global_inputs 11, nb_local_inputs 3, nb_external_inputs 8 
nb_external_inputs 8, nb_external_outputs 8 
Cycle 1 time: 600
Cycle 2 time: 348
Cycle 0 time: 16
RW cycle time: 964
Cycle 1 time: 660
Cycle 2 time: 356
Cycle 0 time: 19
RW cycle time: 1035
Cycle 1 time: 626
Cycle 2 time: 336
Cycle 0 time: 16
RW cycle time: 978
Cycle 1 time: 514
Cycle 2 time: 391
Cycle 0 time: 16
RW cycle time: 921
Cycle 1 time: 626
Cycle 2 time: 371
Cycle 0 time: 20
RW cycle time: 1017
Cycle 1 time: 629
Cycle 2 time: 368
Cycle 0 time: 19
RW cycle time: 1016
Cycle 1 time: 696
Cycle 2 time: 393
Cycle 0 time: 19
RW cycle time: 1108
Cycle 1 time: 586
Cycle 2 time: 378
Cycle 0 time: 20
RW cycle time: 984
Cycle 1 time: 613
Cycle 2 time: 421
Cycle 0 time: 19
RW cycle time: 1053
Cycle 1 time: 671
Cycle 2 time: 419
Cycle 0 time: 19
RW cycle time: 1109
Cycle 1 time: 852
Cycle 2 time: 391
Cycle 0 time: 17
RW cycle time: 1260
clock 2276675 ms | mcu 0 | user time 510 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66431 | nb_rw_cycle_counter 22143 | nb_inter_pic_trame_counter 66430
Cycle 1 time: 516
Cycle 2 time: 369
Cycle 0 time: 17
RW cycle time: 902
Cycle 1 time: 629
Cycle 2 time: 357
Cycle 0 time: 18
RW cycle time: 1004
Cycle 1 time: 601
Cycle 2 time: 377
Cycle 0 time: 24
RW cycle time: 1002
Cycle 1 time: 622
Cycle 2 time: 456
Cycle 0 time: 22
RW cycle time: 1100
Cycle 1 time: 556
Cycle 2 time: 391
Cycle 0 time: 23
RW cycle time: 970
Cycle 1 time: 610
Cycle 2 time: 369
Cycle 0 time: 22
RW cycle time: 1001
Cycle 1 time: 707
Cycle 2 time: 340
Cycle 0 time: 22
RW cycle time: 1069
Cycle 1 time: 616
Cycle 2 time: 367
Cycle 0 time: 20
RW cycle time: 1003
Cycle 1 time: 594
Cycle 2 time: 370
Cycle 0 time: 20
RW cycle time: 984
Cycle 1 time: 605
Cycle 2 time: 382
Cycle 0 time: 20
RW cycle time: 1007
Cycle 1 time: 601
Cycle 2 time: 355
Cycle 0 time: 16
RW cycle time: 972
Cycle 1 time: 678
Cycle 2 time: 418
Cycle 0 time: 16
RW cycle time: 1112
Cycle 1 time: 678
Cycle 2 time: 388
Cycle 0 time: 21
RW cycle time: 1087
Cycle 1 time: 581
Cycle 2 time: 373
Cycle 0 time: 22
RW cycle time: 976
Cycle 1 time: 621
Cycle 2 time: 367
Cycle 0 time: 17
RW cycle time: 1005
Cycle 1 time: 670
Cycle 2 time: 346
Cycle 0 time: 16
RW cycle time: 1032
Cycle 1 time: 793
Cycle 2 time: 418
Cycle 0 time: 20
RW cycle time: 1231
Cycle 1 time: 589
Cycle 2 time: 358
Cycle 0 time: 19
RW cycle time: 966
Cycle 1 time: 648
Cycle 2 time: 363
Cycle 0 time: 21
RW cycle time: 1032
Cycle 1 time: 634
Cycle 2 time: 366
Cycle 0 time: 20
RW cycle time: 1020
clock 2278734 ms | mcu 0 | user time 625 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66491 | nb_rw_cycle_counter 22163 | nb_inter_pic_trame_counter 66490
Cycle 1 time: 631
Cycle 2 time: 372
Cycle 0 time: 20
RW cycle time: 1023
Cycle 1 time: 620
Cycle 2 time: 433
Cycle 0 time: 22
RW cycle time: 1075
Cycle 1 time: 571
Cycle 2 time: 387
Cycle 0 time: 24
RW cycle time: 982
Cycle 1 time: 617
Cycle 2 time: 343
Cycle 0 time: 20
RW cycle time: 980
Cycle 1 time: 666
Cycle 2 time: 395
Cycle 0 time: 21
RW cycle time: 1082
Cycle 1 time: 596
Cycle 2 time: 354
Cycle 0 time: 20
RW cycle time: 970
Cycle 1 time: 607
Cycle 2 time: 402
Cycle 0 time: 18
RW cycle time: 1027
Cycle 1 time: 583
Cycle 2 time: 380
Cycle 0 time: 24
RW cycle time: 987
Cycle 1 time: 597
Cycle 2 time: 372
Cycle 0 time: 21
RW cycle time: 990
Cycle 1 time: 658
Cycle 2 time: 373
Cycle 0 time: 20
RW cycle time: 1051
Cycle 1 time: 622
Cycle 2 time: 360
Cycle 0 time: 21
RW cycle time: 1003
Cycle 1 time: 554
Cycle 2 time: 399
Cycle 0 time: 18
RW cycle time: 971
Cycle 1 time: 431
Cycle 2 time: 385
Cycle 0 time: 23
RW cycle time: 839
Cycle 1 time: 746
Cycle 2 time: 359
Cycle 0 time: 19
RW cycle time: 1124
Cycle 1 time: 992
Cycle 2 time: 375
Cycle 0 time: 20
RW cycle time: 1387
Cycle 1 time: 946
Cycle 2 time: 382
Cycle 0 time: 20
RW cycle time: 1348
Cycle 1 time: 886
Cycle 2 time: 365
Cycle 0 time: 19
RW cycle time: 1270
Cycle 1 time: 834
Cycle 2 time: 382
Cycle 0 time: 24
RW cycle time: 1240
Cycle 1 time: 941
clock 2280738 ms | mcu 0 | user time 378 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66546 | nb_rw_cycle_counter 22181 | nb_inter_pic_trame_counter 66545
Cycle 2 time: 384
Cycle 0 time: 15
RW cycle time: 1340
Cycle 1 time: 1013
Cycle 2 time: 398
Cycle 0 time: 20
RW cycle time: 1431
Cycle 1 time: 1001
Cycle 2 time: 380
Cycle 0 time: 19
RW cycle time: 1400
Cycle 1 time: 852
Cycle 2 time: 367
Cycle 0 time: 21
RW cycle time: 1240
Cycle 1 time: 964
Cycle 2 time: 347
Cycle 0 time: 19
RW cycle time: 1330
Cycle 1 time: 750
Cycle 2 time: 429
Cycle 0 time: 19
RW cycle time: 1198
Cycle 1 time: 820
Cycle 2 time: 408
Cycle 0 time: 23
RW cycle time: 1251
Cycle 1 time: 506
Cycle 2 time: 382
Cycle 0 time: 20
RW cycle time: 908
Cycle 1 time: 675
Cycle 2 time: 353
Cycle 0 time: 22
RW cycle time: 1050
Cycle 1 time: 668
Cycle 2 time: 378
Cycle 0 time: 19
RW cycle time: 1065
Cycle 1 time: 614
Cycle 2 time: 409
Cycle 0 time: 25
RW cycle time: 1048
Cycle 1 time: 548
Cycle 2 time: 366
Cycle 0 time: 23
RW cycle time: 937
Cycle 1 time: 564
Cycle 2 time: 366
Cycle 0 time: 19
RW cycle time: 949
Cycle 1 time: 570
Cycle 2 time: 391
Cycle 0 time: 24
RW cycle time: 985
Cycle 1 time: 516
Cycle 2 time: 361
Cycle 0 time: 21
RW cycle time: 898
Cycle 1 time: 626
Cycle 2 time: 400
Cycle 0 time: 21
RW cycle time: 1047
Cycle 1 time: 629
Cycle 2 time: 384
Cycle 0 time: 23
RW cycle time: 1036
Cycle 1 time: 547
Cycle 2 time: 386
Cycle 0 time: 22
RW cycle time: 955
Cycle 1 time: 621
Cycle 2 time: 352
Cycle 0 time: 19
RW cycle time: 992
clock 2282776 ms | mcu 0 | user time 635 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66602 | nb_rw_cycle_counter 22200 | nb_inter_pic_trame_counter 66601
Cycle 1 time: 641
Cycle 2 time: 357
Cycle 0 time: 19
RW cycle time: 1017
Cycle 1 time: 595
Cycle 2 time: 351
Cycle 0 time: 19
RW cycle time: 965
Cycle 1 time: 396
Cycle 2 time: 358
Cycle 0 time: 19
RW cycle time: 773
Cycle 1 time: 561
Cycle 2 time: 430
Cycle 0 time: 25
RW cycle time: 1016
Cycle 1 time: 548
Cycle 2 time: 393
Cycle 0 time: 21
RW cycle time: 962
Cycle 1 time: 592
Cycle 2 time: 393
Cycle 0 time: 23
RW cycle time: 1008
Cycle 1 time: 678
Cycle 2 time: 408
Cycle 0 time: 18
RW cycle time: 1104
Cycle 1 time: 642
Cycle 2 time: 369
Cycle 0 time: 22
RW cycle time: 1033
Cycle 1 time: 777
Cycle 2 time: 370
Cycle 0 time: 21
RW cycle time: 1168
Cycle 1 time: 613
Cycle 2 time: 369
Cycle 0 time: 17
RW cycle time: 999
Cycle 1 time: 563
Cycle 2 time: 352
Cycle 0 time: 20
RW cycle time: 935
Cycle 1 time: 590
Cycle 2 time: 375
Cycle 0 time: 22
RW cycle time: 987
Cycle 1 time: 640
Cycle 2 time: 359
Cycle 0 time: 21
RW cycle time: 1020
Cycle 1 time: 554
Cycle 2 time: 388
Cycle 0 time: 21
RW cycle time: 963
Cycle 1 time: 608
Cycle 2 time: 380
Cycle 0 time: 20
RW cycle time: 1008
Cycle 1 time: 588
Cycle 2 time: 385
Cycle 0 time: 20
RW cycle time: 993
Cycle 1 time: 492
Cycle 2 time: 399
Cycle 0 time: 18
RW cycle time: 909
Cycle 1 time: 532
Cycle 2 time: 370
Cycle 0 time: 20
RW cycle time: 922
Cycle 1 time: 546
Cycle 2 time: 381
Cycle 0 time: 23
RW cycle time: 950
Cycle 1 time: 645
Cycle 2 time: 371
Cycle 0 time: 21
RW cycle time: 1037
Cycle 1 time: 559
clock 2284780 ms | mcu 0 | user time 349 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66663 | nb_rw_cycle_counter 22220 | nb_inter_pic_trame_counter 66662
Cycle 2 time: 355
Cycle 0 time: 17
RW cycle time: 931
Cycle 1 time: 623
Cycle 2 time: 383
Cycle 0 time: 21
RW cycle time: 1027
Cycle 1 time: 704
Cycle 2 time: 375
Cycle 0 time: 20
RW cycle time: 1099
Cycle 1 time: 556
Cycle 2 time: 372
Cycle 0 time: 22
RW cycle time: 950
Cycle 1 time: 654
Cycle 2 time: 386
Cycle 0 time: 22
RW cycle time: 1062
Cycle 1 time: 336
Cycle 2 time: 366
Cycle 0 time: 22
RW cycle time: 724
Cycle 1 time: 623
Cycle 2 time: 398
Cycle 0 time: 27
RW cycle time: 1048
Cycle 1 time: 617
Cycle 2 time: 381
Cycle 0 time: 25
RW cycle time: 1023
Cycle 1 time: 608
Cycle 2 time: 371
Cycle 0 time: 19
RW cycle time: 998
Cycle 1 time: 695
Cycle 2 time: 376
Cycle 0 time: 23
RW cycle time: 1094
Cycle 1 time: 582
Cycle 2 time: 384
Cycle 0 time: 21
RW cycle time: 987
Cycle 1 time: 574
Cycle 2 time: 396
Cycle 0 time: 19
RW cycle time: 989
Cycle 1 time: 614
Cycle 2 time: 372
Cycle 0 time: 20
RW cycle time: 1006
Cycle 1 time: 615
Cycle 2 time: 369
Cycle 0 time: 20
RW cycle time: 1004
Cycle 1 time: 611
Cycle 2 time: 383
Cycle 0 time: 23
RW cycle time: 1017
Cycle 1 time: 596
Cycle 2 time: 357
Cycle 0 time: 22
RW cycle time: 975
Cycle 1 time: 680
Cycle 2 time: 410
Cycle 0 time: 19
RW cycle time: 1109
Cycle 1 time: 624
Cycle 2 time: 365
Cycle 0 time: 25
RW cycle time: 1014
Cycle 1 time: 571
Cycle 2 time: 332
Cycle 0 time: 23
RW cycle time: 926
Cycle 1 time: 677
Cycle 2 time: 359
Cycle 0 time: 20
RW cycle time: 1056
Cycle 1 time: 616
clock 2286795 ms | mcu 0 | user time 401 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66723 | nb_rw_cycle_counter 22240 | nb_inter_pic_trame_counter 66722
Cycle 2 time: 407
Cycle 0 time: 18
RW cycle time: 1041
Cycle 1 time: 629
Cycle 2 time: 392
Cycle 0 time: 22
RW cycle time: 1043
Cycle 1 time: 602
Cycle 2 time: 357
Cycle 0 time: 20
RW cycle time: 979
Cycle 1 time: 557
Cycle 2 time: 373
Cycle 0 time: 21
RW cycle time: 951
Cycle 1 time: 674
Cycle 2 time: 384
Cycle 0 time: 19
RW cycle time: 1077
Cycle 1 time: 586
Cycle 2 time: 379
Cycle 0 time: 23
RW cycle time: 988
Cycle 1 time: 599
Cycle 2 time: 418
Cycle 0 time: 22
RW cycle time: 1039
Cycle 1 time: 559
Cycle 2 time: 376
Cycle 0 time: 20
RW cycle time: 955
Cycle 1 time: 612
Cycle 2 time: 446
Cycle 0 time: 19
RW cycle time: 1077
Cycle 1 time: 529
Cycle 2 time: 409
Cycle 0 time: 20
RW cycle time: 958
Cycle 1 time: 530
Cycle 2 time: 419
Cycle 0 time: 20
RW cycle time: 969
Cycle 1 time: 798
Cycle 2 time: 413
Cycle 0 time: 18
RW cycle time: 1229
Cycle 1 time: 329
Cycle 2 time: 411
Cycle 0 time: 18
RW cycle time: 758
Cycle 1 time: 379
Cycle 2 time: 390
Cycle 0 time: 17
RW cycle time: 786
Cycle 1 time: 614
Cycle 2 time: 424
Cycle 0 time: 19
RW cycle time: 1057
Cycle 1 time: 615
Cycle 2 time: 358
Cycle 0 time: 20
RW cycle time: 993
Cycle 1 time: 616
Cycle 2 time: 382
Cycle 0 time: 19
RW cycle time: 1017
Cycle 1 time: 659
Cycle 2 time: 383
Cycle 0 time: 23
RW cycle time: 1065
Cycle 1 time: 597
Cycle 2 time: 403
Cycle 0 time: 20
RW cycle time: 1020
Cycle 1 time: 702
Cycle 2 time: 449
Cycle 0 time: 18
RW cycle time: 1169
Cycle 1 time: 511
clock 2288797 ms | mcu 0 | user time 360 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66783 | nb_rw_cycle_counter 22260 | nb_inter_pic_trame_counter 66782
Cycle 2 time: 366
Cycle 0 time: 16
RW cycle time: 893
Cycle 1 time: 729
Cycle 2 time: 411
Cycle 0 time: 21
RW cycle time: 1161
Cycle 1 time: 740
Cycle 2 time: 377
Cycle 0 time: 19
RW cycle time: 1136
Cycle 1 time: 592
Cycle 2 time: 405
Cycle 0 time: 22
RW cycle time: 1019
Cycle 1 time: 628
Cycle 2 time: 413
Cycle 0 time: 20
RW cycle time: 1061
Cycle 1 time: 666
Cycle 2 time: 403
Cycle 0 time: 23
RW cycle time: 1092
Cycle 1 time: 620
Cycle 2 time: 498
Cycle 0 time: 17
RW cycle time: 1135
Cycle 1 time: 475
Cycle 2 time: 472
Cycle 0 time: 18
RW cycle time: 965
Cycle 1 time: 648
Cycle 2 time: 463
Cycle 0 time: 17
RW cycle time: 1128
Cycle 1 time: 475
Cycle 2 time: 468
Cycle 0 time: 24
RW cycle time: 967
Cycle 1 time: 399
Cycle 2 time: 405
Cycle 0 time: 19
RW cycle time: 823
Cycle 1 time: 345
Cycle 2 time: 432
Cycle 0 time: 19
RW cycle time: 796
Cycle 1 time: 531
Cycle 2 time: 409
Cycle 0 time: 17
RW cycle time: 957
Cycle 1 time: 597
Cycle 2 time: 460
Cycle 0 time: 19
RW cycle time: 1076
Cycle 1 time: 506
Cycle 2 time: 480
Cycle 0 time: 19
RW cycle time: 1005
Cycle 1 time: 518
Cycle 2 time: 474
Cycle 0 time: 19
RW cycle time: 1011
Cycle 1 time: 335
Cycle 2 time: 365
Cycle 0 time: 17
RW cycle time: 717
Cycle 1 time: 494
Cycle 2 time: 415
Cycle 0 time: 18
RW cycle time: 927
Cycle 1 time: 411
Cycle 2 time: 445
Cycle 0 time: 18
RW cycle time: 874
Cycle 1 time: 567
Cycle 2 time: 445
Cycle 0 time: 18
RW cycle time: 1030
Cycle 1 time: 385
Cycle 2 time: 425
Cycle 0 time: 23
RW cycle time: 833
clock 2290842 ms | mcu 0 | user time 710 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66845 | nb_rw_cycle_counter 22281 | nb_inter_pic_trame_counter 66844
Cycle 1 time: 716
Cycle 2 time: 411
Cycle 0 time: 18
RW cycle time: 1145
Cycle 1 time: 605
Cycle 2 time: 393
Cycle 0 time: 20
RW cycle time: 1018
Cycle 1 time: 615
Cycle 2 time: 413
Cycle 0 time: 20
RW cycle time: 1048
Cycle 1 time: 567
Cycle 2 time: 402
Cycle 0 time: 17
RW cycle time: 986
Cycle 1 time: 605
Cycle 2 time: 415
Cycle 0 time: 21
RW cycle time: 1041
Cycle 1 time: 485
Cycle 2 time: 415
Cycle 0 time: 18
RW cycle time: 918
Cycle 1 time: 497
Cycle 2 time: 392
Cycle 0 time: 19
RW cycle time: 908
Cycle 1 time: 742
Cycle 2 time: 401
Cycle 0 time: 19
RW cycle time: 1162
Cycle 1 time: 581
Cycle 2 time: 412
Cycle 0 time: 18
RW cycle time: 1011
Cycle 1 time: 528
Cycle 2 time: 430
Cycle 0 time: 19
RW cycle time: 977
Cycle 1 time: 573
Cycle 2 time: 392
Cycle 0 time: 17
RW cycle time: 982
Cycle 1 time: 504
Cycle 2 time: 406
Cycle 0 time: 21
RW cycle time: 931
Cycle 1 time: 649
Cycle 2 time: 374
Cycle 0 time: 20
RW cycle time: 1043
Cycle 1 time: 653
Cycle 2 time: 443
Cycle 0 time: 22
RW cycle time: 1118
Cycle 1 time: 589
Cycle 2 time: 393
Cycle 0 time: 21
RW cycle time: 1003
Cycle 1 time: 581
Cycle 2 time: 422
Cycle 0 time: 20
RW cycle time: 1023
Cycle 1 time: 735
Cycle 2 time: 383
Cycle 0 time: 19
RW cycle time: 1137
Cycle 1 time: 816
Cycle 2 time: 391
Cycle 0 time: 20
RW cycle time: 1227
Cycle 1 time: 646
Cycle 2 time: 427
Cycle 0 time: 18
RW cycle time: 1091
Cycle 1 time: 322
Cycle 2 time: 357
Cycle 0 time: 23
RW cycle time: 702
clock 2292875 ms | mcu 0 | user time 571 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66905 | nb_rw_cycle_counter 22301 | nb_inter_pic_trame_counter 66904
Cycle 1 time: 578
Cycle 2 time: 389
Cycle 0 time: 20
RW cycle time: 987
Cycle 1 time: 709
Cycle 2 time: 356
Cycle 0 time: 17
RW cycle time: 1082
Cycle 1 time: 470
Cycle 2 time: 396
Cycle 0 time: 18
RW cycle time: 884
Cycle 1 time: 860
Cycle 2 time: 431
Cycle 0 time: 20
RW cycle time: 1311
Cycle 1 time: 692
Cycle 2 time: 385
Cycle 0 time: 19
RW cycle time: 1096
Cycle 1 time: 695
Cycle 2 time: 437
Cycle 0 time: 20
RW cycle time: 1152
Cycle 1 time: 721
Cycle 2 time: 434
Cycle 0 time: 19
RW cycle time: 1174
Cycle 1 time: 836
Cycle 2 time: 367
Cycle 0 time: 18
RW cycle time: 1221
Cycle 1 time: 786
Cycle 2 time: 385
Cycle 0 time: 17
RW cycle time: 1188
Cycle 1 time: 660
Cycle 2 time: 391
Cycle 0 time: 21
RW cycle time: 1072
Cycle 1 time: 727
Cycle 2 time: 436
Cycle 0 time: 20
RW cycle time: 1183
Cycle 1 time: 605
Cycle 2 time: 418
Cycle 0 time: 25
RW cycle time: 1048
Cycle 1 time: 615
Cycle 2 time: 418
Cycle 0 time: 25
RW cycle time: 1058
Cycle 1 time: 623
Cycle 2 time: 379
Cycle 0 time: 23
RW cycle time: 1025
Cycle 1 time: 741
Cycle 2 time: 464
Cycle 0 time: 25
RW cycle time: 1230
Cycle 1 time: 534
Cycle 2 time: 404
Cycle 0 time: 18
RW cycle time: 956
Cycle 1 time: 678
Cycle 2 time: 433
Cycle 0 time: 20
RW cycle time: 1131
Cycle 1 time: 478
Cycle 2 time: 500
Cycle 0 time: 23
RW cycle time: 1001
clock 2294888 ms | mcu 0 | user time 898 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 66959 | nb_rw_cycle_counter 22319 | nb_inter_pic_trame_counter 66958
Cycle 1 time: 904
Cycle 2 time: 463
Cycle 0 time: 22
RW cycle time: 1389
Cycle 1 time: 413
Cycle 2 time: 414
Cycle 0 time: 25
RW cycle time: 852
Cycle 1 time: 734
Cycle 2 time: 394
Cycle 0 time: 19
RW cycle time: 1147
Cycle 1 time: 713
Cycle 2 time: 368
Cycle 0 time: 24
RW cycle time: 1105
Cycle 1 time: 640
Cycle 2 time: 343
Cycle 0 time: 20
RW cycle time: 1003
Cycle 1 time: 750
Cycle 2 time: 512
Cycle 0 time: 22
RW cycle time: 1284
Cycle 1 time: 730
Cycle 2 time: 368
Cycle 0 time: 24
RW cycle time: 1122
Cycle 1 time: 540
Cycle 2 time: 420
Cycle 0 time: 22
RW cycle time: 982
Cycle 1 time: 667
Cycle 2 time: 458
Cycle 0 time: 21
RW cycle time: 1146
Cycle 1 time: 467
Cycle 2 time: 457
Cycle 0 time: 20
RW cycle time: 944
Cycle 1 time: 447
Cycle 2 time: 432
Cycle 0 time: 20
RW cycle time: 899
Cycle 1 time: 515
Cycle 2 time: 403
Cycle 0 time: 23
RW cycle time: 941
Cycle 1 time: 761
Cycle 2 time: 436
Cycle 0 time: 22
RW cycle time: 1219
Cycle 1 time: 653
Cycle 2 time: 442
Cycle 0 time: 19
RW cycle time: 1114
Cycle 1 time: 528
Cycle 2 time: 465
Cycle 0 time: 16
RW cycle time: 1009
Cycle 1 time: 413
Cycle 2 time: 466
Cycle 0 time: 20
RW cycle time: 899
Cycle 1 time: 620
Cycle 2 time: 421
Cycle 0 time: 21
RW cycle time: 1062
Cycle 1 time: 620
Cycle 2 time: 471
Cycle 0 time: 23
RW cycle time: 1114
Cycle 1 time: 338
Cycle 2 time: 434
Cycle 0 time: 22
RW cycle time: 794
Cycle 1 time: 507
clock 2296889 ms | mcu 0 | user time 384 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 67017 | nb_rw_cycle_counter 22338 | nb_inter_pic_trame_counter 67016
Cycle 2 time: 390
Cycle 0 time: 17
RW cycle time: 914
Cycle 1 time: 406
Cycle 2 time: 450
Cycle 0 time: 19
RW cycle time: 875
Cycle 1 time: 562
Cycle 2 time: 392
Cycle 0 time: 20
RW cycle time: 974
Cycle 1 time: 506
Cycle 2 time: 453
Cycle 0 time: 27
RW cycle time: 986
Cycle 1 time: 527
Cycle 2 time: 483
Cycle 0 time: 22
RW cycle time: 1032
Cycle 1 time: 574
Cycle 2 time: 437
Cycle 0 time: 17
RW cycle time: 1028
Cycle 1 time: 585
Cycle 2 time: 484
Cycle 0 time: 23
RW cycle time: 1092
Cycle 1 time: 574
Cycle 2 time: 416
Cycle 0 time: 20
RW cycle time: 1010
Cycle 1 time: 738
Cycle 2 time: 389
Cycle 0 time: 19
RW cycle time: 1146
Cycle 1 time: 764
Cycle 2 time: 460
Cycle 0 time: 22
RW cycle time: 1246
Cycle 1 time: 489
Cycle 2 time: 409
Cycle 0 time: 19
RW cycle time: 917
Cycle 1 time: 495
Cycle 2 time: 420
Cycle 0 time: 29
RW cycle time: 944
Cycle 1 time: 559
Cycle 2 time: 406
Cycle 0 time: 22
RW cycle time: 987
Cycle 1 time: 576
Cycle 2 time: 473
Cycle 0 time: 20
RW cycle time: 1069
Cycle 1 time: 716
Cycle 2 time: 411
Cycle 0 time: 28
RW cycle time: 1155
Cycle 1 time: 479
Cycle 2 time: 456
Cycle 0 time: 18
RW cycle time: 953
Cycle 1 time: 623
Cycle 2 time: 434
Cycle 0 time: 21
RW cycle time: 1078
Cycle 1 time: 824
Cycle 2 time: 381
Cycle 0 time: 20
RW cycle time: 1225
Cycle 1 time: 737
Cycle 2 time: 407
Cycle 0 time: 19
RW cycle time: 1163
Cycle 1 time: 588
Cycle 2 time: 424
Cycle 0 time: 19
RW cycle time: 1031
clock 2298932 ms | mcu 0 | user time 488 | I1 0 | I2 0 | I3 0 | O1 1 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 67076 | nb_rw_cycle_counter 22358 | nb_inter_pic_trame_counter 67075
Cycle 1 time: 494
Cycle 2 time: 404
Cycle 0 time: 20
RW cycle time: 918
Cycle 1 time: 716
Cycle 2 time: 438
Cycle 0 time: 21
RW cycle time: 1175
Cycle 1 time: 693
Cycle 2 time: 396
Cycle 0 time: 19
RW cycle time: 1108
Cycle 1 time: 533
Cycle 2 time: 462
Cycle 0 time: 47
RW cycle time: 1042
Cycle 1 time: 547
Cycle 2 time: 414
Cycle 0 time: 18
RW cycle time: 979
Cycle 1 time: 629
Cycle 2 time: 480
Cycle 0 time: 20
RW cycle time: 1129
Cycle 1 time: 597
Cycle 2 time: 423
Cycle 0 time: 19
RW cycle time: 1039
Cycle 1 time: 726
Cycle 2 time: 481
Cycle 0 time: 21
RW cycle time: 1228
Cycle 1 time: 674
Cycle 2 time: 418
Cycle 0 time: 18
RW cycle time: 1110
Cycle 1 time: 599
Cycle 2 time: 439
Cycle 0 time: 17
RW cycle time: 1055
Cycle 1 time: 302
Cycle 2 time: 346
Cycle 0 time: 17
RW cycle time: 665
Cycle 1 time: 691
Cycle 2 time: 454
Cycle 0 time: 20
RW cycle time: 1165
Cycle 1 time: 620
Cycle 2 time: 457
Cycle 0 time: 20
RW cycle time: 1097
Cycle 1 time: 534
Cycle 2 time: 377
Cycle 0 time: 21
RW cycle time: 932
Cycle 1 time: 797
Cycle 2 time: 428
Cycle 0 time: 22
RW cycle time: 1247
Cycle 1 time: 437
Cycle 2 time: 391
Cycle 0 time: 19
RW cycle time: 847
Cycle 1 time: 713
Cycle 2 time: 398
Cycle 0 time: 19
RW cycle time: 1130
Cycle 1 time: 726
Cycle 2 time: 465
Cycle 0 time: 19
RW cycle time: 1210
Cycle 1 time: 594
Cycle 2 time: 449
Cycle 0 time: 17
RW cycle time: 1060
clock 2300942 ms | mcu 0 | user time 452 | I1 0 | I2 0 | I3 0 | O1 0 | 02 1
EXT_I 0 | EXT_ O 0
external_input_state 0 | nr_v__external_input_states 0
n_cycle 67133 | nb_rw_cycle_counter 22377 | nb_inter_pic_trame_counter 67132
Cycle 1 time: 459
Cycle 2 time: 454
Cycle 0 time: 19
RW cycle time: 932
Cycle 1 time: 284
Cycle 2 time: 416
Cycle 0 time: 21
RW cycle time: 721
Cycle 1 time: 690
Cycle 2 time: 474
Cycle 0 time: 19
RW cycle time: 1183
Cycle 1 time: 426
Cycle 2 time: 427
Cycle 0 time: 19
RW cycle time: 872
Cycle 1 time: 496
Cycle 2 time: 416
Cycle 0 time: 18
RW cycle time: 930
Cycle 1 time: 705
Cycle 2 time: 406
Cycle 0 time: 17
RW cycle time: 1128
Cycle 1 time: 547
Cycle 2 time: 358
Cycle 0 time: 19
RW cycle time: 924
Cycle 1 time: 591
Cycle 2 time: 470
Cycle 0 time: 19
RW cycle time: 1080
Cycle 1 time: 677
Cycle 2 time: 429
Cycle 0 time: 19
RW cycle time: 1125
Cycle 1 time: 711
Cycle 2 time: 395
Cycle 0 time: 18
RW cycle time: 1124
Cycle 1 time: 809
Cycle 2 time: 399
Cycle 0 time: 19
RW cycle time: 1227
Cycle 1 time: 524
Cycle 2 time: 443
Cycle 0 time: 17
RW cycle time: 984
Cycle 1 time: 446
Cycle 2 time: 447
Cycle 0 time: 20
RW cycle time: 913
Cycle 1 time: 622
Cycle 2 time: 383
Cycle 0 time: 17
RW cycle time: 1022
Cycle 1 time: 358
Cycle 2 time: 439
